AccidentSeverity,Region,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Slight,London,Daylight,Raining,November,Monday,35
Slight,London,Daylight,Other,November,Monday,8
Slight,London,Daylight,Raining heavily,November,Monday,3
Slight,London,Daylight,Snowing,November,Monday,1
Slight,London,Darkness - lights lit,Raining,November,Monday,34
Serious,London,Darkness - no lighting,Raining,November,Monday,1
Slight,London,Darkness - lights lit,Fine,November,Monday,55
Slight,London,Daylight,Unknown,November,Monday,12
Serious,London,Darkness - lights lit,Raining,November,Monday,5
Serious,London,Daylight,Raining,November,Monday,5
Serious,London,Darkness - lighting unknown,Unknown,November,Monday,1
Serious,London,Darkness - lights lit,Fine + high winds,November,Monday,1
Slight,London,Daylight,Raining heavily,November,Sunday,1
Slight,London,Daylight,Other,November,Tuesday,8
Slight,London,Darkness - no lighting,Raining,November,Tuesday,3
Serious,London,Darkness - lights lit,Other,November,Tuesday,2
Serious,London,Darkness - lights lit,Raining,November,Wednesday,9
Serious,London,Daylight,Raining,November,Wednesday,9
Serious,London,Darkness - lights lit,Unknown,November,Thursday,1
Slight,London,Daylight,Other,November,Wednesday,11
Slight,London,Darkness - no lighting,Unknown,November,Friday,2
Slight,London,Daylight,Raining heavily,November,Wednesday,2
Slight,London,Darkness - lighting unknown,Unknown,November,Sunday,3
Slight,London,Darkness - lights lit,Other,November,Wednesday,3
Slight,London,Darkness - lights lit,Unknown,November,Saturday,3
Slight,London,Darkness - lights lit,Unknown,November,Thursday,3
Serious,London,Darkness - lights lit,Fine + high winds,November,Thursday,1
Slight,London,Darkness - lighting unknown,Unknown,November,Wednesday,4
Serious,London,Darkness - lighting unknown,Unknown,November,Friday,1
Slight,London,Darkness - lights lit,Unknown,November,Friday,4
Serious,London,Darkness - lights unlit,Fine,November,Friday,1
Fatal,London,Daylight,Fine,November,Saturday,1
Serious,London,Daylight,Other,November,Saturday,2
Slight,London,Darkness - lights lit,Fog or mist,November,Saturday,1
Slight,London,Darkness - lighting unknown,Fine,November,Saturday,1
Fatal,London,Darkness - lights lit,Fine,November,Saturday,1
Slight,London,Darkness - lights lit,Fog or mist,November,Sunday,3
Slight,London,Daylight,Fog or mist,November,Sunday,2
Slight,London,Daylight,Unknown,November,Sunday,4
Serious,London,Daylight,Fine,November,Sunday,8
Serious,London,Darkness - lighting unknown,Fog or mist,November,Sunday,1
Serious,London,Darkness - lights lit,Fine,November,Monday,13
Slight,London,Daylight,Fog or mist,November,Monday,3
Slight,London,Darkness - lights lit,Unknown,November,Sunday,2
Slight,London,Darkness - lights lit,Unknown,November,Monday,4
Slight,London,Darkness - lights unlit,Fine,November,Monday,3
Slight,London,Darkness - lighting unknown,Unknown,November,Monday,4
Slight,London,Darkness - no lighting,Fine,November,Friday,2
Serious,London,Darkness - no lighting,Raining,November,Tuesday,2
Slight,London,Darkness - lights lit,Unknown,November,Tuesday,4
Serious,London,Darkness - lights unlit,Fine,November,Sunday,1
Slight,London,Darkness - lights lit,Unknown,November,Wednesday,3
Fatal,London,Daylight,Fine,August,Sunday,1
Fatal,London,Darkness - lighting unknown,Fine,October,Sunday,1
Slight,London,Darkness - lights unlit,Raining,November,Wednesday,2
Slight,London,Darkness - no lighting,Raining heavily,November,Wednesday,1
Slight,London,Darkness - no lighting,Snowing,November,Wednesday,1
Slight,London,Daylight,Fine + high winds,November,Thursday,2
Serious,London,Darkness - lights unlit,Fine,November,Thursday,2
Slight,London,Daylight,Other,November,Thursday,5
Fatal,London,Darkness - lights lit,Fine,November,Thursday,2
Fatal,London,Darkness - lights lit,Fine,November,Friday,2
Slight,London,Darkness - no lighting,Other,November,Friday,1
Slight,London,Darkness - lighting unknown,Other,October,Monday,1
Serious,London,Daylight,Unknown,November,Saturday,1
Slight,London,Darkness - lighting unknown,Unknown,November,Friday,5
Serious,London,Daylight,Fine + high winds,November,Friday,1
Slight,London,Darkness - lights unlit,Fine,November,Saturday,1
Slight,London,Daylight,Other,November,Sunday,4
Serious,London,Darkness - no lighting,Fine,November,Sunday,1
Serious,London,Daylight,Other,November,Monday,1
Slight,London,Darkness - lights lit,Raining heavily,November,Sunday,1
Slight,London,Darkness - lights lit,Raining heavily,November,Monday,2
Serious,London,Darkness - lights lit,Other,November,Monday,3
Serious,London,Daylight,Unknown,November,Monday,4
Slight,London,Darkness - lights lit,Other,November,Sunday,5
Slight,London,Darkness - lights lit,Fine + high winds,November,Thursday,1
Fatal,London,Darkness - lights lit,Fine,November,Tuesday,1
Serious,London,Darkness - lights lit,Unknown,November,Tuesday,2
Slight,London,Darkness - lighting unknown,Unknown,November,Tuesday,2
Fatal,London,Daylight,Fine,November,Wednesday,1
Serious,London,Daylight,Other,November,Wednesday,1
Serious,London,Darkness - lights lit,Fine + high winds,November,Wednesday,1
Slight,London,Darkness - no lighting,Other,November,Thursday,1
Slight,London,Daylight,Fine + high winds,November,Tuesday,1
Slight,London,Darkness - lights lit,Raining heavily,November,Thursday,1
Serious,London,Darkness - lighting unknown,Raining,October,Monday,1
Slight,London,Darkness - lighting unknown,Fine,November,Thursday,2
Slight,London,Darkness - lights unlit,Raining,November,Sunday,1
Serious,London,Darkness - no lighting,Raining,November,Sunday,1
Serious,London,Darkness - lights lit,Raining,November,Sunday,2
Slight,London,Darkness - lights lit,Raining heavily,November,Friday,1
Slight,London,Daylight,Fine + high winds,November,Monday,1
Slight,London,Darkness - lights lit,Fog or mist,November,Tuesday,1
Slight,London,Darkness - lights unlit,Fine,November,Tuesday,2
Slight,London,Darkness - no lighting,Fine,November,Wednesday,2
Serious,London,Daylight,Unknown,November,Wednesday,1
Serious,London,Darkness - lights lit,Unknown,November,Wednesday,1
Slight,London,Darkness - lights lit,Fine,December,Thursday,94
Slight,London,Darkness - lights lit,Other,December,Thursday,12
Slight,London,Darkness - lights lit,Fog or mist,December,Thursday,1
Serious,London,Daylight,Fine,December,Thursday,18
Serious,London,Darkness - lighting unknown,Fine,December,Thursday,2
Slight,London,Daylight,Fine,December,Thursday,100
Slight,London,Daylight,Fog or mist,November,Wednesday,1
Serious,London,Daylight,Unknown,November,Thursday,1
Serious,London,Darkness - lights lit,Fine,December,Thursday,20
Slight,London,Darkness - lights lit,Fine,December,Friday,93
Slight,London,Daylight,Fine,December,Friday,74
Slight,London,Daylight,Other,December,Friday,18
Serious,London,Daylight,Fine,December,Friday,10
Serious,London,Daylight,Other,December,Friday,1
Slight,London,Daylight,Unknown,December,Friday,8
Serious,London,Darkness - lights lit,Fine,December,Friday,17
Slight,London,Darkness - lights lit,Fine + high winds,November,Saturday,1
Serious,London,Darkness - lights lit,Raining,December,Friday,2
Serious,London,Darkness - lights unlit,Other,December,Friday,1
Serious,London,Darkness - lights lit,Raining,December,Monday,3
Slight,London,Darkness - lights lit,Other,December,Friday,14
Slight,London,Darkness - lights unlit,Fine,December,Friday,1
Serious,London,Darkness - lights lit,Fine,December,Saturday,17
Slight,London,Darkness - lights lit,Fine,December,Saturday,72
Slight,London,Darkness - lights lit,Raining,December,Friday,11
Serious,London,Darkness - lights lit,Other,December,Friday,3
Slight,London,Daylight,Fine,December,Saturday,66
Slight,London,Darkness - lighting unknown,Unknown,December,Friday,1
Slight,London,Darkness - lights lit,Raining,December,Saturday,11
Slight,London,Daylight,Other,December,Saturday,9
Serious,London,Daylight,Fine,December,Saturday,9
Serious,London,Darkness - lights lit,Fine,December,Sunday,9
Slight,London,Darkness - lights lit,Other,December,Sunday,10
Slight,London,Daylight,Fine,December,Sunday,24
Slight,London,Darkness - lights lit,Fine,December,Sunday,31
Serious,London,Daylight,Fine,December,Sunday,4
Slight,London,Darkness - lights lit,Raining,December,Sunday,22
Slight,London,Darkness - lights lit,Fine,December,Monday,52
Serious,London,Darkness - lights lit,Other,December,Monday,2
Serious,London,Daylight,Fine,December,Monday,5
Slight,London,Daylight,Unknown,December,Saturday,8
Serious,London,Darkness - lighting unknown,Fine,December,Monday,1
Slight,London,Daylight,Fine,December,Monday,33
Slight,London,Darkness - lights lit,Other,December,Monday,6
Serious,London,Daylight,Other,December,Monday,1
Slight,London,Darkness - lights lit,Unknown,December,Monday,3
Serious,London,Darkness - lights lit,Fine,December,Monday,5
Slight,London,Darkness - lighting unknown,Fine,December,Monday,2
Slight,London,Daylight,Raining,December,Monday,13
Slight,London,Darkness - lighting unknown,Fine,December,Saturday,2
Serious,London,Darkness - lights lit,Fine,December,Tuesday,18
Slight,London,Darkness - lights lit,Unknown,December,Tuesday,5
Slight,London,Darkness - lights lit,Fine,December,Tuesday,61
Slight,London,Daylight,Fine,December,Tuesday,81
Serious,London,Daylight,Fine,December,Tuesday,17
Slight,London,Daylight,Other,December,Monday,4
Slight,London,Daylight,Other,December,Tuesday,5
Slight,London,Daylight,Unknown,December,Tuesday,6
Slight,London,Darkness - lights lit,Fine,December,Wednesday,60
Serious,London,Darkness - lights lit,Fine,December,Wednesday,12
Slight,London,Daylight,Fine,December,Wednesday,48
Serious,London,Daylight,Fine,December,Wednesday,7
Slight,London,Darkness - lights lit,Fog or mist,December,Wednesday,1
Slight,London,Darkness - lights lit,Other,December,Wednesday,12
Slight,London,Daylight,Other,December,Wednesday,9
Slight,London,Darkness - lighting unknown,Fine,December,Wednesday,4
Slight,London,Daylight,Other,December,Thursday,11
Slight,London,Daylight,Unknown,December,Thursday,6
Slight,London,Daylight,Fog or mist,December,Thursday,1
Slight,London,Daylight,Raining,December,Wednesday,13
Slight,London,Daylight,Fine + high winds,December,Thursday,1
Slight,London,Daylight,Unknown,December,Sunday,3
Slight,London,Daylight,Unknown,December,Wednesday,11
Slight,London,Darkness - no lighting,Unknown,December,Tuesday,1
Slight,London,Darkness - lighting unknown,Unknown,December,Monday,1
Slight,London,Darkness - lights unlit,Fine,December,Thursday,1
Serious,London,Darkness - lights lit,Other,December,Thursday,1
Slight,London,Darkness - no lighting,Other,December,Thursday,1
Slight,London,Darkness - lights lit,Fine + high winds,December,Friday,2
Slight,London,Darkness - lighting unknown,Unknown,December,Wednesday,5
Slight,London,Daylight,Fine + high winds,December,Friday,2
Slight,London,Darkness - lighting unknown,Fine,December,Thursday,1
Slight,London,Darkness - lights lit,Unknown,December,Thursday,5
Slight,London,Darkness - lights lit,Other,December,Saturday,9
Serious,London,Daylight,Other,December,Saturday,1
Slight,London,Darkness - no lighting,Fine,December,Sunday,2
Serious,London,Darkness - lights lit,Fog or mist,December,Sunday,2
Slight,London,Darkness - lights lit,Fog or mist,December,Sunday,2
Serious,London,Darkness - lights lit,Unknown,December,Sunday,1
Serious,London,Darkness - lighting unknown,Fog or mist,December,Sunday,1
Serious,London,Darkness - lights lit,Other,December,Sunday,4
Serious,London,Daylight,Fog or mist,December,Sunday,1
Slight,London,Daylight,Fog or mist,December,Sunday,4
Serious,London,Darkness - lighting unknown,Unknown,November,Tuesday,1
Slight,London,Darkness - lighting unknown,Other,December,Saturday,1
Slight,London,Darkness - lights lit,Unknown,December,Sunday,2
Slight,London,Darkness - lights lit,Snowing,December,Sunday,19
Slight,London,Darkness - lights lit,Snowing + high winds,December,Sunday,1
Serious,London,Darkness - lights lit,Snowing,December,Sunday,3
Slight,London,Darkness - lights lit,Snowing,December,Monday,3
Serious,London,Daylight,Snowing,December,Monday,1
Slight,London,Darkness - lighting unknown,Snowing,December,Sunday,2
Slight,London,Darkness - lights lit,Unknown,December,Saturday,3
Slight,London,Darkness - lights lit,Fog or mist,December,Saturday,1
Slight,London,Darkness - no lighting,Snowing,December,Sunday,1
Slight,London,Daylight,Unknown,December,Monday,2
Slight,London,Darkness - lighting unknown,Fine,December,Friday,1
Slight,London,Darkness - lights unlit,Fine,December,Monday,2
Slight,London,Darkness - no lighting,Snowing,December,Monday,1
Slight,London,Darkness - lights lit,Other,December,Tuesday,7
Serious,London,Daylight,Snowing,December,Tuesday,1
Serious,London,Daylight,Other,December,Tuesday,2
Slight,London,Darkness - no lighting,Fine,December,Tuesday,1
Serious,London,Darkness - no lighting,Fine,December,Tuesday,1
Slight,London,Daylight,Snowing,December,Wednesday,1
Serious,London,Daylight,Other,December,Wednesday,1
Slight,London,Daylight,Snowing,December,Monday,1
Slight,London,Darkness - lights unlit,Snowing,December,Sunday,1
Slight,London,Darkness - lights unlit,Fine,December,Wednesday,2
Slight,London,Darkness - lights lit,Unknown,December,Wednesday,5
Serious,London,Darkness - lights lit,Other,December,Wednesday,2
Serious,London,Darkness - lighting unknown,Snowing,December,Saturday,1
Slight,London,Daylight,Raining,December,Thursday,8
Serious,London,Darkness - lighting unknown,Unknown,December,Monday,1
Fatal,London,Daylight,Fine,December,Thursday,1
Slight,London,Darkness - lights lit,Unknown,December,Friday,7
Slight,London,Darkness - lights lit,Fog or mist,December,Friday,2
Fatal,London,Daylight,Fine,December,Friday,1
Serious,London,Darkness - lighting unknown,Unknown,December,Friday,1
Serious,London,Darkness - lights lit,Other,December,Saturday,6
Slight,London,Darkness - lights lit,Fine + high winds,December,Saturday,1
Slight,London,Darkness - no lighting,Other,December,Saturday,1
Serious,London,Daylight,Raining,December,Sunday,4
Slight,London,Daylight,Raining,December,Sunday,9
Serious,London,Darkness - lights lit,Raining,December,Sunday,5
Slight,London,Darkness - lights lit,Raining heavily,December,Sunday,1
Slight,London,Darkness - lighting unknown,Raining,December,Sunday,2
Slight,London,Darkness - lights lit,Raining,December,Monday,19
Serious,London,Darkness - lights unlit,Fine,December,Monday,1
Serious,London,Daylight,Raining,December,Monday,1
Slight,London,Darkness - lighting unknown,Other,January,Saturday,1
Slight,London,Daylight,Raining heavily,December,Monday,2
Serious,London,Daylight,Unknown,December,Wednesday,1
Slight,London,Darkness - lights lit,Raining,December,Tuesday,26
Serious,London,Darkness - lights lit,Fine + high winds,December,Saturday,1
Slight,London,Darkness - lighting unknown,Unknown,December,Sunday,1
Slight,London,Darkness - lights unlit,Fine,December,Tuesday,1
Slight,London,Darkness - lights lit,Raining,December,Wednesday,9
Fatal,London,Daylight,Unknown,April,Thursday,1
Slight,London,Darkness - lighting unknown,Unknown,December,Saturday,2
Slight,London,Darkness - lighting unknown,Unknown,December,Tuesday,3
